Total,% Total range 80,% Total range 70,Population,location,% Total range 60,date,state,Negative,Negative range 60,Negative range 70,state_negative_range_80,Suspected,Suspected range 60,state_suspected_range_70,state_suspected_range_80,Infected,Infected range 60,Infected range 70,state_infected_range_80,Recovered,Recovered range 60,Recovered range 70,state_recovered_range_80,% Total infected by population,% Total supected by population,% Total recovered by population,% Total negative by population,% Total infected range 60,% Total supected rage 60,% Total recovered rage 60,% Total negative range 60,% Total infected range 70,% Total supected rage 70,% Total recovered rage 70,% Total negative range 70,% Total infected range 80,% Total supected rage 80,% Total recovered rage 80,% Total negative range 80,Susceptible death 60/69 age,Susceptible death 70/79 age,Susceptible death 80 or more age
334,5.69,12.28,    28101-Olmeda de las Fuentes,"Olmeda de las Fuentes, Madrid",19.46,2020-04-02,7,0.00,0.00,0.00,0.00,4.00,0.00,0.00,2.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.90,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.09,0.00
334,5.69,12.28,    28101-Olmeda de las Fuentes,"Olmeda de las Fuentes, Madrid",19.46,2020-04-03,7,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,4.00,0.00,0.00,1.00,2.00,0.00,1.00,0.00,1.20,0.30,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.00,0.00,0.00,0.00,0.20
334,5.69,12.28,    28101-Olmeda de las Fuentes,"Olmeda de las Fuentes, Madrid",19.46,2020-04-04,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,5.00,0.00,1.00,0.00,0.60,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.39
334,5.69,12.28,    28101-Olmeda de las Fuentes,"Olmeda de las Fuentes, Madrid",19.46,2020-04-05,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,6.00,0.00,1.00,1.00,0.30,0.00,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.00,0.30,0.00,0.00,0.00,0.20
1283,11.61,19.88,    28102-Orusco de Tajuña,"Orusco de Tajuña, Madrid",28.84,2020-03-31,23,23.00,1.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.79,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.23,0.00,0.00,0.00
1283,11.61,19.88,    28102-Orusco de Tajuña,"Orusco de Tajuña, Madrid",28.84,2020-04-01,23,9.00,1.00,0.00,1.00,8.00,0.00,3.00,1.00,6.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.47,0.62,0.00,0.70,0.00,0.00,0.00,0.08,0.08,0.23,0.00,0.00,0.08,0.08,0.00,0.08,0.00,0.09,0.20
1283,11.61,19.88,    28102-Orusco de Tajuña,"Orusco de Tajuña, Madrid",28.84,2020-04-02,23,1.00,0.00,0.00,0.00,8.00,1.00,1.00,1.00,10.00,0.00,2.00,2.00,4.00,0.00,1.00,0.00,0.78,0.62,0.31,0.08,0.00,0.08,0.00,0.00,0.16,0.08,0.08,0.00,0.16,0.08,0.00,0.00,0.00,0.18,0.39
1283,11.61,19.88,    28102-Orusco de Tajuña,"Orusco de Tajuña, Madrid",28.84,2020-04-03,23,0.00,0.00,0.00,0.00,5.00,0.00,0.00,1.00,7.00,1.00,2.00,0.00,11.00,0.00,2.00,2.00,0.55,0.39,0.86,0.00,0.08,0.00,0.00,0.00,0.16,0.00,0.16,0.00,0.00,0.08,0.16,0.00,0.02,0.18,0.00
1283,11.61,19.88,    28102-Orusco de Tajuña,"Orusco de Tajuña, Madrid",28.84,2020-04-04,23,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,7.00,1.00,2.00,1.00,13.00,0.00,2.00,2.00,0.55,0.23,1.01,0.00,0.08,0.00,0.00,0.00,0.16,0.00,0.16,0.00,0.08,0.00,0.16,0.00,0.02,0.18,0.20
1283,11.61,19.88,    28102-Orusco de Tajuña,"Orusco de Tajuña, Madrid",28.84,2020-04-05,23,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,6.00,1.00,1.00,0.00,16.00,0.00,3.00,3.00,0.47,0.08,1.25,0.00,0.08,0.00,0.00,0.00,0.08,0.00,0.23,0.00,0.00,0.00,0.23,0.00,0.02,0.09,0.00
21718,1.24,3.80,    28104-Paracuellos de Jarama,"Paracuellos de Jarama, Madrid",8.49,2020-03-31,289,289.00,36.00,37.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.29,0.00,0.00,0.00
21718,1.24,3.80,    28104-Paracuellos de Jarama,"Paracuellos de Jarama, Madrid",8.49,2020-04-01,289,100.00,10.00,12.00,23.00,87.00,12.00,13.00,23.00,102.00,14.00,12.00,18.00,0.00,0.00,0.00,0.00,0.47,0.40,0.00,0.46,0.06,0.06,0.00,0.05,0.06,0.06,0.00,0.06,0.08,0.11,0.00,0.11,0.32,1.07,3.51
21718,1.24,3.80,    28104-Paracuellos de Jarama,"Paracuellos de Jarama, Madrid",8.49,2020-04-02,289,27.00,2.00,1.00,10.00,79.00,5.00,8.00,19.00,130.00,22.00,23.00,27.00,53.00,7.00,5.00,8.00,0.60,0.36,0.24,0.12,0.10,0.02,0.03,0.01,0.11,0.04,0.02,0.00,0.12,0.09,0.04,0.05,0.50,2.05,5.26
21718,1.24,3.80,    28104-Paracuellos de Jarama,"Paracuellos de Jarama, Madrid",8.49,2020-04-03,289,9.00,0.00,0.00,3.00,43.00,4.00,5.00,10.00,112.00,17.00,11.00,26.00,125.00,15.00,21.00,25.00,0.52,0.20,0.58,0.04,0.08,0.02,0.07,0.00,0.05,0.02,0.10,0.00,0.12,0.05,0.12,0.01,0.38,0.98,5.07
21718,1.24,3.80,    28104-Paracuellos de Jarama,"Paracuellos de Jarama, Madrid",8.49,2020-04-04,289,2.00,0.00,0.00,1.00,34.00,3.00,2.00,8.00,71.00,13.00,6.00,14.00,182.00,20.00,29.00,41.00,0.33,0.16,0.84,0.01,0.06,0.01,0.09,0.00,0.03,0.01,0.13,0.00,0.06,0.04,0.19,0.00,0.29,0.53,2.73
21718,1.24,3.80,    28104-Paracuellos de Jarama,"Paracuellos de Jarama, Madrid",8.49,2020-04-05,289,2.00,0.00,0.00,1.00,15.00,1.00,1.00,4.00,59.00,9.00,7.00,10.00,213.00,26.00,29.00,49.00,0.27,0.07,0.98,0.01,0.04,0.00,0.12,0.00,0.03,0.00,0.13,0.00,0.05,0.02,0.23,0.00,0.20,0.62,1.95
125323,1.76,4.97,    28106-Parla,"Parla, Madrid",13.39,2020-03-31,1420,1420.00,157.00,173.00,365.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.13,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.29,0.00,0.00,0.00
125323,1.76,4.97,    28106-Parla,"Parla, Madrid",13.39,2020-04-01,1420,468.00,55.00,51.00,125.00,485.00,56.00,63.00,120.00,467.00,46.00,59.00,120.00,0.00,0.00,0.00,0.00,0.37,0.39,0.00,0.37,0.04,0.04,0.00,0.04,0.05,0.05,0.00,0.04,0.10,0.10,0.00,0.10,1.04,5.25,23.40
125323,1.76,4.97,    28106-Parla,"Parla, Madrid",13.39,2020-04-02,1420,151.00,21.00,15.00,45.00,407.00,46.00,57.00,99.00,622.00,71.00,74.00,154.00,240.00,19.00,27.00,67.00,0.50,0.32,0.19,0.12,0.06,0.04,0.02,0.02,0.06,0.05,0.02,0.01,0.12,0.08,0.05,0.04,1.60,6.59,30.03
125323,1.76,4.97,    28106-Parla,"Parla, Madrid",13.39,2020-04-03,1420,53.00,7.00,6.00,14.00,240.00,32.00,34.00,59.00,574.00,68.00,65.00,152.00,553.00,50.00,68.00,140.00,0.46,0.19,0.44,0.04,0.05,0.03,0.04,0.01,0.05,0.03,0.05,0.00,0.12,0.05,0.11,0.01,1.54,5.79,29.64
125323,1.76,4.97,    28106-Parla,"Parla, Madrid",13.39,2020-04-04,1420,24.00,4.00,3.00,8.00,134.00,19.00,21.00,32.00,421.00,45.00,53.00,107.00,841.00,89.00,96.00,218.00,0.34,0.11,0.67,0.02,0.04,0.02,0.07,0.00,0.04,0.02,0.08,0.00,0.09,0.03,0.17,0.01,1.02,4.72,20.86
125323,1.76,4.97,    28106-Parla,"Parla, Madrid",13.39,2020-04-05,1420,6.00,1.00,1.00,1.00,67.00,10.00,12.00,18.00,293.00,32.00,39.00,77.00,1054.00,114.00,121.00,269.00,0.23,0.05,0.84,0.00,0.03,0.01,0.09,0.00,0.03,0.01,0.10,0.00,0.06,0.01,0.21,0.00,0.72,3.47,15.02
507,16.77,24.46,    28107-Patones,"Patones, Madrid",37.08,2020-03-31,11,11.00,2.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,0.00,0.00,0.00,0.39,0.00,0.00,0.00,0.39,0.00,0.00,0.00,0.79,0.00,0.00,0.00
507,16.77,24.46,    28107-Patones,"Patones, Madrid",37.08,2020-04-01,11,2.00,0.00,0.00,1.00,4.00,1.00,2.00,0.00,5.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.99,0.79,0.00,0.39,0.20,0.20,0.00,0.00,0.00,0.39,0.00,0.00,0.59,0.00,0.00,0.20,0.02,0.00,0.58
507,16.77,24.46,    28107-Patones,"Patones, Madrid",37.08,2020-04-02,11,1.00,0.00,0.00,1.00,3.00,0.00,1.00,0.00,5.00,2.00,1.00,1.00,2.00,0.00,0.00,2.00,0.99,0.59,0.39,0.20,0.39,0.00,0.00,0.00,0.20,0.20,0.00,0.00,0.20,0.00,0.39,0.20,0.05,0.09,0.20
507,16.77,24.46,    28107-Patones,"Patones, Madrid",37.08,2020-04-03,11,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,5.00,1.00,1.00,0.00,4.00,1.00,0.00,3.00,0.99,0.39,0.79,0.00,0.20,0.00,0.20,0.00,0.20,0.20,0.00,0.00,0.00,0.20,0.59,0.00,0.02,0.09,0.00
507,16.77,24.46,    28107-Patones,"Patones, Madrid",37.08,2020-04-04,11,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,3.00,0.00,0.00,1.00,7.00,2.00,1.00,3.00,0.59,0.20,1.38,0.00,0.00,0.00,0.39,0.00,0.00,0.20,0.20,0.00,0.20,0.00,0.59,0.00,0.00,0.00,0.20
507,16.77,24.46,    28107-Patones,"Patones, Madrid",37.08,2020-04-05,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,9.00,2.00,1.00,4.00,0.39,0.00,1.78,0.00,0.00,0.00,0.39,0.00,0.20,0.00,0.20,0.00,0.00,0.00,0.79,0.00,0.00,0.09,0.00
5119,2.36,5.84,    28108-Pedrezuela,"Pedrezuela, Madrid",11.90,2020-03-31,53,53.00,6.00,8.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.18,0.00,0.00,0.00
5119,2.36,5.84,    28108-Pedrezuela,"Pedrezuela, Madrid",11.90,2020-04-01,53,13.00,1.00,3.00,2.00,26.00,3.00,5.00,5.00,14.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.27,0.51,0.00,0.25,0.04,0.06,0.00,0.02,0.00,0.10,0.00,0.06,0.04,0.10,0.00,0.04,0.05,0.00,0.39
5119,2.36,5.84,    28108-Pedrezuela,"Pedrezuela, Madrid",11.90,2020-04-02,53,3.00,0.00,1.00,1.00,17.00,1.00,3.00,3.00,28.00,4.00,4.00,4.00,5.00,1.00,0.00,1.00,0.55,0.33,0.10,0.06,0.08,0.02,0.02,0.00,0.08,0.06,0.00,0.02,0.08,0.06,0.02,0.02,0.09,0.36,0.78
5119,2.36,5.84,    28108-Pedrezuela,"Pedrezuela, Madrid",11.90,2020-04-03,53,1.00,0.00,0.00,1.00,7.00,1.00,2.00,1.00,24.00,1.00,5.00,4.00,21.00,4.00,1.00,3.00,0.47,0.14,0.41,0.02,0.02,0.02,0.08,0.00,0.10,0.04,0.02,0.00,0.08,0.02,0.06,0.02,0.02,0.45,0.78
5119,2.36,5.84,    28108-Pedrezuela,"Pedrezuela, Madrid",11.90,2020-04-04,53,0.00,0.00,0.00,0.00,4.00,0.00,2.00,1.00,15.00,2.00,1.00,4.00,34.00,4.00,5.00,4.00,0.29,0.08,0.66,0.00,0.04,0.00,0.08,0.00,0.02,0.04,0.10,0.00,0.08,0.02,0.08,0.00,0.05,0.09,0.78
5119,2.36,5.84,    28108-Pedrezuela,"Pedrezuela, Madrid",11.90,2020-04-05,53,0.00,0.00,0.00,0.00,3.00,0.00,2.00,1.00,12.00,2.00,0.00,2.00,38.00,4.00,6.00,6.00,0.23,0.06,0.74,0.00,0.04,0.00,0.08,0.00,0.00,0.04,0.12,0.00,0.04,0.02,0.12,0.00,0.05,0.00,0.39
2502,6.27,15.51,    28109-Pelayos de la Presa,"Pelayos de la Presa, Madrid",25.18,2020-03-31,30,30.00,3.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.32,0.00,0.00,0.00
2502,6.27,15.51,    28109-Pelayos de la Presa,"Pelayos de la Presa, Madrid",25.18,2020-04-01,30,8.00,0.00,0.00,1.00,12.00,2.00,2.00,4.00,10.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.40,0.48,0.00,0.32,0.04,0.08,0.00,0.00,0.04,0.08,0.00,0.00,0.12,0.16,0.00,0.04,0.02,0.09,0.58
2502,6.27,15.51,    28109-Pelayos de la Presa,"Pelayos de la Presa, Madrid",25.18,2020-04-02,30,3.00,0.00,0.00,0.00,6.00,0.00,1.00,2.00,18.00,2.00,2.00,5.00,3.00,1.00,0.00,1.00,0.72,0.24,0.12,0.12,0.08,0.00,0.04,0.00,0.08,0.04,0.00,0.00,0.20,0.08,0.04,0.00,0.05,0.18,0.97
2502,6.27,15.51,    28109-Pelayos de la Presa,"Pelayos de la Presa, Madrid",25.18,2020-04-03,30,1.00,0.00,0.00,0.00,4.00,0.00,0.00,1.00,11.00,1.00,2.00,3.00,14.00,2.00,1.00,4.00,0.44,0.16,0.56,0.04,0.04,0.00,0.08,0.00,0.08,0.00,0.04,0.00,0.12,0.04,0.16,0.00,0.02,0.18,0.58
2502,6.27,15.51,    28109-Pelayos de la Presa,"Pelayos de la Presa, Madrid",25.18,2020-04-04,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00,1.00,1.00,20.00,2.00,2.00,7.00,0.40,0.00,0.80,0.00,0.04,0.00,0.08,0.00,0.04,0.00,0.08,0.00,0.04,0.00,0.28,0.00,0.02,0.09,0.20
2502,6.27,15.51,    28109-Pelayos de la Presa,"Pelayos de la Presa, Madrid",25.18,2020-04-05,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,27.00,2.00,3.00,8.00,0.12,0.00,1.08,0.00,0.04,0.00,0.08,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.32,0.00,0.02,0.00,0.00
2945,4.45,11.61,    28110-Perales de Tajuña,"Perales de Tajuña, Madrid",19.49,2020-03-31,53,53.00,4.00,7.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.37,0.00,0.00,0.00
2945,4.45,11.61,    28110-Perales de Tajuña,"Perales de Tajuña, Madrid",19.49,2020-04-01,53,13.00,1.00,2.00,2.00,20.00,3.00,3.00,4.00,20.00,0.00,2.00,5.00,0.00,0.00,0.00,0.00,0.68,0.68,0.00,0.44,0.00,0.10,0.00,0.03,0.07,0.10,0.00,0.07,0.17,0.14,0.00,0.07,0.00,0.18,0.97
2945,4.45,11.61,    28110-Perales de Tajuña,"Perales de Tajuña, Madrid",19.49,2020-04-02,53,5.00,0.00,1.00,0.00,11.00,1.00,2.00,1.00,27.00,3.00,4.00,8.00,10.00,0.00,0.00,2.00,0.92,0.37,0.34,0.17,0.10,0.03,0.00,0.00,0.14,0.07,0.00,0.03,0.27,0.03,0.07,0.00,0.07,0.36,1.56
2945,4.45,11.61,    28110-Perales de Tajuña,"Perales de Tajuña, Madrid",19.49,2020-04-03,53,0.00,0.00,0.00,0.00,8.00,1.00,1.00,1.00,25.00,1.00,5.00,4.00,20.00,2.00,1.00,6.00,0.85,0.27,0.68,0.00,0.03,0.03,0.07,0.00,0.17,0.03,0.03,0.00,0.14,0.03,0.20,0.00,0.02,0.45,0.78
2945,4.45,11.61,    28110-Perales de Tajuña,"Perales de Tajuña, Madrid",19.49,2020-04-04,53,0.00,0.00,0.00,0.00,5.00,0.00,1.00,1.00,16.00,2.00,2.00,2.00,32.00,2.00,4.00,8.00,0.54,0.17,1.09,0.00,0.07,0.00,0.07,0.00,0.07,0.03,0.14,0.00,0.07,0.03,0.27,0.00,0.05,0.18,0.39
2945,4.45,11.61,    28110-Perales de Tajuña,"Perales de Tajuña, Madrid",19.49,2020-04-05,53,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,8.00,0.00,1.00,1.00,43.00,4.00,6.00,10.00,0.27,0.07,1.46,0.00,0.00,0.00,0.14,0.00,0.03,0.00,0.20,0.00,0.03,0.00,0.34,0.00,0.00,0.09,0.20
795,7.67,15.09,    28111-Pezuela de las Torres,"Pezuela de las Torres, Madrid",23.65,2020-03-31,12,12.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.51,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.38,0.00,0.00,0.00
795,7.67,15.09,    28111-Pezuela de las Torres,"Pezuela de las Torres, Madrid",23.65,2020-04-01,12,2.00,0.00,1.00,0.00,5.00,1.00,0.00,1.00,5.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.63,0.63,0.00,0.25,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.13,0.25,0.13,0.00,0.00,0.00,0.00,0.39
795,7.67,15.09,    28111-Pezuela de las Torres,"Pezuela de las Torres, Madrid",23.65,2020-04-02,12,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,7.00,1.00,1.00,1.00,3.00,0.00,0.00,1.00,0.88,0.25,0.38,0.00,0.13,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.13,0.13,0.13,0.00,0.02,0.09,0.20
795,7.67,15.09,    28111-Pezuela de las Torres,"Pezuela de las Torres, Madrid",23.65,2020-04-03,12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,6.00,1.00,1.00,1.00,5.00,0.00,0.00,2.00,0.75,0.13,0.63,0.00,0.13,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.13,0.00,0.25,0.00,0.02,0.09,0.20
795,7.67,15.09,    28111-Pezuela de las Torres,"Pezuela de las Torres, Madrid",23.65,2020-04-04,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,1.00,0.00,7.00,0.00,0.00,3.00,0.63,0.00,0.88,0.00,0.13,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.02,0.09,0.00
795,7.67,15.09,    28111-Pezuela de las Torres,"Pezuela de las Torres, Madrid",23.65,2020-04-05,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,10.00,0.00,1.00,3.00,0.25,0.00,1.26,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.38,0.00,0.02,0.00,0.00
205,11.22,20.49,    28112-Pinilla del Valle,"Pinilla del Valle, Madrid",34.15,2020-03-31,4,4.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.95,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00
205,11.22,20.49,    28112-Pinilla del Valle,"Pinilla del Valle, Madrid",34.15,2020-04-01,4,3.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,1.46,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00
205,11.22,20.49,    28112-Pinilla del Valle,"Pinilla del Valle, Madrid",34.15,2020-04-02,4,1.00,0.00,0.00,0.00,3.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.46,0.00,0.49,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.00,0.00
205,11.22,20.49,    28112-Pinilla del Valle,"Pinilla del Valle, Madrid",34.15,2020-04-03,4,0.00,0.00,0.00,0.00,2.00,1.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.98,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.00,0.00
205,11.22,20.49,    28112-Pinilla del Valle,"Pinilla del Valle, Madrid",34.15,2020-04-04,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.98,0.49,0.49,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.02,0.00,0.00
205,11.22,20.49,    28112-Pinilla del Valle,"Pinilla del Valle, Madrid",34.15,2020-04-05,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.98,0.49,0.49,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.02,0.00,0.00
47594,2.86,7.07,    28113-Pinto,"Pinto, Madrid",14.88,2020-03-31,484,484.00,62.00,56.00,123.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.26,0.00,0.00,0.00
47594,2.86,7.07,    28113-Pinto,"Pinto, Madrid",14.88,2020-04-01,484,184.00,21.00,26.00,43.00,159.00,25.00,13.00,41.00,141.00,16.00,17.00,39.00,0.00,0.00,0.00,0.00,0.30,0.33,0.00,0.39,0.03,0.05,0.00,0.04,0.04,0.03,0.00,0.05,0.08,0.09,0.00,0.09,0.36,1.51,7.61
47594,2.86,7.07,    28113-Pinto,"Pinto, Madrid",14.88,2020-04-02,484,70.00,9.00,12.00,16.00,138.00,16.00,13.00,39.00,211.00,32.00,22.00,47.00,65.00,5.00,9.00,21.00,0.44,0.29,0.14,0.15,0.07,0.03,0.01,0.02,0.05,0.03,0.02,0.03,0.10,0.08,0.04,0.03,0.72,1.96,9.16
47594,2.86,7.07,    28113-Pinto,"Pinto, Madrid",14.88,2020-04-03,484,28.00,3.00,7.00,6.00,87.00,13.00,10.00,24.00,195.00,24.00,15.00,52.00,174.00,22.00,24.00,41.00,0.41,0.18,0.37,0.06,0.05,0.03,0.05,0.01,0.03,0.02,0.05,0.01,0.11,0.05,0.09,0.01,0.54,1.33,10.14
47594,2.86,7.07,    28113-Pinto,"Pinto, Madrid",14.88,2020-04-04,484,8.00,1.00,2.00,1.00,57.00,8.00,9.00,17.00,143.00,18.00,13.00,34.00,276.00,35.00,32.00,71.00,0.30,0.12,0.58,0.02,0.04,0.02,0.07,0.00,0.03,0.02,0.07,0.00,0.07,0.04,0.15,0.00,0.41,1.16,6.63
47594,2.86,7.07,    28113-Pinto,"Pinto, Madrid",14.88,2020-04-05,484,2.00,1.00,0.00,1.00,34.00,3.00,8.00,10.00,110.00,16.00,11.00,28.00,338.00,42.00,37.00,84.00,0.23,0.07,0.71,0.00,0.03,0.01,0.09,0.00,0.02,0.02,0.08,0.00,0.06,0.02,0.18,0.00,0.36,0.98,5.46
172,9.30,20.35,    28114-Piñuécar-Gandullas,"Piñuécar-Gandullas, Madrid",28.49,2020-03-31,2,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,9.30,20.35,    28114-Piñuécar-Gandullas,"Piñuécar-Gandullas, Madrid",28.49,2020-04-01,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.58,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00
172,9.30,20.35,    28114-Piñuécar-Gandullas,"Piñuécar-Gandullas, Madrid",28.49,2020-04-02,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.58,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00
172,9.30,20.35,    28114-Piñuécar-Gandullas,"Piñuécar-Gandullas, Madrid",28.49,2020-04-03,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.58,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00
172,9.30,20.35,    28114-Piñuécar-Gandullas,"Piñuécar-Gandullas, Madrid",28.49,2020-04-04,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00
172,9.30,20.35,    28114-Piñuécar-Gandullas,"Piñuécar-Gandullas, Madrid",28.49,2020-04-05,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
84360,3.30,9.22,    28115-Pozuelo de Alarcón,"Pozuelo de Alarcón, Madrid",19.85,2020-03-31,1537,1537.00,190.00,183.00,403.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.48,0.00,0.00,0.00
